LICENCE CODE,LICENSE DESCRIPTION,YEAR,WEEK,AVERAGE DAYS TO ISSUE LICENSE,MEDIAN DAYS TO ISSUE LICENSE,TOTAL LICENSES ISSUED
1006,Retail Food Establishment,2013,08/26/2013 - 09/01/2013,31.14,13,42
1010,Limited Business License,2013,08/19/2013 - 08/25/2013,3.02,1,60
1009,Manufacturing Establishments,2013,08/19/2013 - 08/25/2013,38,38,2
1524,Massage Establishment,2013,08/19/2013 - 08/25/2013,7,7,1
1006,Retail Food Establishment,2013,08/19/2013 - 08/25/2013,15.93,11,27
1275,Filling Station,2013,08/12/2013 - 08/18/2013,12,12,1
1010,Limited Business License,2013,08/12/2013 - 08/18/2013,10.46,1,79
1009,Manufacturing Establishments,2013,08/12/2013 - 08/18/2013,14,14,2
1524,Massage Establishment,2013,08/12/2013 - 08/18/2013,21,21,1
1006,Retail Food Establishment,2013,08/12/2013 - 08/18/2013,27.5,14,30
1002,Accessory Garage,2013,08/05/2013 - 08/11/2013,129,129,1
1010,Limited Business License,2013,08/05/2013 - 08/11/2013,3.41,1,59
1009,Manufacturing Establishments,2013,08/05/2013 - 08/11/2013,13,13,3
1524,Massage Establishment,2013,08/05/2013 - 08/11/2013,9,9,2
1006,Retail Food Establishment,2013,08/05/2013 - 08/11/2013,28.87,15,31
1275,Filling Station,2013,07/29/2013 - 08/04/2013,7,7,1
1010,Limited Business License,2013,07/29/2013 - 08/04/2013,3.75,1,56
1009,Manufacturing Establishments,2013,07/29/2013 - 08/04/2013,7,7,2
1006,Retail Food Establishment,2013,07/29/2013 - 08/04/2013,39,10,26
1002,Accessory Garage,2013,07/22/2013 - 07/28/2013,1,1,1
1010,Limited Business License,2013,07/22/2013 - 07/28/2013,1.71,1,66
1524,Massage Establishment,2013,07/22/2013 - 07/28/2013,7,7,1
1006,Retail Food Establishment,2013,07/22/2013 - 07/28/2013,33.37,16,30
1010,Limited Business License,2013,07/15/2013 - 07/21/2013,2.49,1,98
1009,Manufacturing Establishments,2013,07/15/2013 - 07/21/2013,9,9,2
1524,Massage Establishment,2013,07/15/2013 - 07/21/2013,23,23,1
1006,Retail Food Establishment,2013,07/15/2013 - 07/21/2013,15.67,13,21
1010,Limited Business License,2013,07/08/2013 - 07/14/2013,25.96,1,82
1009,Manufacturing Establishments,2013,07/08/2013 - 07/14/2013,10,10,1
1524,Massage Establishment,2013,07/08/2013 - 07/14/2013,58,58,1
1006,Retail Food Establishment,2013,07/08/2013 - 07/14/2013,28.38,15,32
1010,Limited Business License,2013,07/01/2013 - 07/07/2013,19.93,1,43
1009,Manufacturing Establishments,2013,07/01/2013 - 07/07/2013,6,6,2
1006,Retail Food Establishment,2013,07/01/2013 - 07/07/2013,54.71,14,34
1010,Limited Business License,2013,06/24/2013 - 06/30/2013,1.18,1,108
1009,Manufacturing Establishments,2013,06/24/2013 - 06/30/2013,6,6,1
1524,Massage Establishment,2013,06/24/2013 - 06/30/2013,81,81,1
1006,Retail Food Establishment,2013,06/24/2013 - 06/30/2013,51.41,9,29
1275,Filling Station,2013,06/17/2013 - 06/23/2013,63.67,33,3
1010,Limited Business License,2013,06/17/2013 - 06/23/2013,4.59,1,68
1009,Manufacturing Establishments,2013,06/17/2013 - 06/23/2013,7,6,3
1006,Retail Food Establishment,2013,06/17/2013 - 06/23/2013,56.29,18,31
1002,Accessory Garage,2013,06/10/2013 - 06/16/2013,19,19,1
1010,Limited Business License,2013,06/10/2013 - 06/16/2013,11.21,1,90
1006,Retail Food Establishment,2013,06/10/2013 - 06/16/2013,34.11,9,35
1010,Limited Business License,2013,06/03/2013 - 06/09/2013,1.7,1,69
1524,Massage Establishment,2013,06/03/2013 - 06/09/2013,110,110,2
1006,Retail Food Establishment,2013,06/03/2013 - 06/09/2013,32.54,14,41
1275,Filling Station,2013,05/27/2013 - 06/02/2013,14.5,14,2
1010,Limited Business License,2013,05/27/2013 - 06/02/2013,9.13,1,53
1009,Manufacturing Establishments,2013,05/27/2013 - 06/02/2013,7.5,7,2
1524,Massage Establishment,2013,05/27/2013 - 06/02/2013,15,15,1
1006,Retail Food Establishment,2013,05/27/2013 - 06/02/2013,28.55,13,29
1275,Filling Station,2013,05/20/2013 - 05/26/2013,39,39,1
1010,Limited Business License,2013,05/20/2013 - 05/26/2013,3.2,1,88
1009,Manufacturing Establishments,2013,05/20/2013 - 05/26/2013,29.67,42,3
1006,Retail Food Establishment,2013,05/20/2013 - 05/26/2013,77.93,19,40
1002,Accessory Garage,2013,05/13/2013 - 05/19/2013,1,1,1
1010,Limited Business License,2013,05/13/2013 - 05/19/2013,2.11,1,80
1006,Retail Food Establishment,2013,05/13/2013 - 05/19/2013,61.6,14,35
1275,Filling Station,2013,05/06/2013 - 05/12/2013,11,11,2
1010,Limited Business License,2013,05/06/2013 - 05/12/2013,8.65,1,68
1009,Manufacturing Establishments,2013,05/06/2013 - 05/12/2013,33.83,8,6
1006,Retail Food Establishment,2013,05/06/2013 - 05/12/2013,25.88,11,49
1002,Accessory Garage,2013,04/29/2013 - 05/05/2013,118,118,1
1275,Filling Station,2013,04/29/2013 - 05/05/2013,15,15,2
1010,Limited Business License,2013,04/29/2013 - 05/05/2013,2.04,1,77
1006,Retail Food Establishment,2013,04/29/2013 - 05/05/2013,22.29,13,35
1275,Filling Station,2013,04/22/2013 - 04/28/2013,27.5,27,2
1010,Limited Business License,2013,04/22/2013 - 04/28/2013,1.56,1,89
1009,Manufacturing Establishments,2013,04/22/2013 - 04/28/2013,4,4,1
1006,Retail Food Establishment,2013,04/22/2013 - 04/28/2013,23.07,11,42
1275,Filling Station,2013,04/15/2013 - 04/21/2013,33,33,2
1010,Limited Business License,2013,04/15/2013 - 04/21/2013,8.63,1,54
1009,Manufacturing Establishments,2013,04/15/2013 - 04/21/2013,15,15,1
1524,Massage Establishment,2013,04/15/2013 - 04/21/2013,21,21,1
1006,Retail Food Establishment,2013,04/15/2013 - 04/21/2013,22.92,9,37
1010,Limited Business License,2013,04/08/2013 - 04/14/2013,10.08,1,73
1009,Manufacturing Establishments,2013,04/08/2013 - 04/14/2013,12,12,2
1524,Massage Establishment,2013,04/08/2013 - 04/14/2013,37,37,4
1006,Retail Food Establishment,2013,04/08/2013 - 04/14/2013,27.63,13,24
1010,Limited Business License,2013,04/01/2013 - 04/07/2013,1.19,1,54
1009,Manufacturing Establishments,2013,04/01/2013 - 04/07/2013,34.5,34,2
1524,Massage Establishment,2013,04/01/2013 - 04/07/2013,154,154,1
1006,Retail Food Establishment,2013,04/01/2013 - 04/07/2013,50.35,15,31
1010,Limited Business License,2013,03/25/2013 - 03/31/2013,1.55,1,93
1006,Retail Food Establishment,2013,03/25/2013 - 03/31/2013,22.33,10,24
1010,Limited Business License,2013,03/18/2013 - 03/24/2013,1.45,1,67
1009,Manufacturing Establishments,2013,03/18/2013 - 03/24/2013,17,15,3
1006,Retail Food Establishment,2013,03/18/2013 - 03/24/2013,31.78,11,36
1275,Filling Station,2013,03/11/2013 - 03/17/2013,16,16,1
1010,Limited Business License,2013,03/11/2013 - 03/17/2013,2.66,1,85
1006,Retail Food Establishment,2013,03/11/2013 - 03/17/2013,21.15,13,33
1010,Limited Business License,2013,03/04/2013 - 03/10/2013,1.2,1,74
1524,Massage Establishment,2013,03/04/2013 - 03/10/2013,95,95,1
1006,Retail Food Establishment,2013,03/04/2013 - 03/10/2013,90.57,17,23
1275,Filling Station,2013,02/25/2013 - 03/03/2013,15,15,1
1010,Limited Business License,2013,02/25/2013 - 03/03/2013,1.41,1,73
1009,Manufacturing Establishments,2013,02/25/2013 - 03/03/2013,6,6,2
1006,Retail Food Establishment,2013,02/25/2013 - 03/03/2013,20.4,10,25
1010,Limited Business License,2013,02/18/2013 - 02/24/2013,1.51,1,68
1524,Massage Establishment,2013,02/18/2013 - 02/24/2013,23,23,1
1006,Retail Food Establishment,2013,02/18/2013 - 02/24/2013,40.08,13,24
1002,Accessory Garage,2013,02/11/2013 - 02/17/2013,1,1,1
1275,Filling Station,2013,02/11/2013 - 02/17/2013,14,14,1
1010,Limited Business License,2013,02/11/2013 - 02/17/2013,4.81,1,75
1524,Massage Establishment,2013,02/11/2013 - 02/17/2013,25.83,14,6
1006,Retail Food Establishment,2013,02/11/2013 - 02/17/2013,24.05,15,21
1002,Accessory Garage,2013,02/04/2013 - 02/10/2013,1,1,1
1010,Limited Business License,2013,02/04/2013 - 02/10/2013,2.21,1,72
1006,Retail Food Establishment,2013,02/04/2013 - 02/10/2013,20.5,15,28
1275,Filling Station,2013,01/28/2013 - 02/03/2013,19,19,1
1010,Limited Business License,2013,01/28/2013 - 02/03/2013,3.4,1,77
1009,Manufacturing Establishments,2013,01/28/2013 - 02/03/2013,7.17,6,6
1524,Massage Establishment,2013,01/28/2013 - 02/03/2013,85,85,1
1006,Retail Food Establishment,2013,01/28/2013 - 02/03/2013,28.49,14,61
1275,Filling Station,2013,01/21/2013 - 01/27/2013,19,19,1
1010,Limited Business License,2013,01/21/2013 - 01/27/2013,3.37,1,75
1006,Retail Food Establishment,2013,01/21/2013 - 01/27/2013,80.88,18,32
1002,Accessory Garage,2013,01/14/2013 - 01/20/2013,3,3,3
1275,Filling Station,2013,01/14/2013 - 01/20/2013,13,13,1
1010,Limited Business License,2013,01/14/2013 - 01/20/2013,2.28,1,74
1524,Massage Establishment,2013,01/14/2013 - 01/20/2013,17,17,1
1006,Retail Food Establishment,2013,01/14/2013 - 01/20/2013,59.16,29,19
1275,Filling Station,2013,01/07/2013 - 01/13/2013,20.33,24,3
1010,Limited Business License,2013,01/07/2013 - 01/13/2013,14.53,1,74
1524,Massage Establishment,2013,01/07/2013 - 01/13/2013,24.5,24,2
1006,Retail Food Establishment,2013,01/07/2013 - 01/13/2013,37.9,18,42
1275,Filling Station,2012,12/31/2012 - 01/06/2013,21,21,1
1010,Limited Business License,2012,12/31/2012 - 01/06/2013,9.94,1,32
1006,Retail Food Establishment,2012,12/31/2012 - 01/06/2013,44.57,36,7
1010,Limited Business License,2012,12/24/2012 - 12/30/2012,1.3,1,33
1006,Retail Food Establishment,2012,12/24/2012 - 12/30/2012,32.8,11,10
1275,Filling Station,2012,12/17/2012 - 12/23/2012,6,6,1
1010,Limited Business License,2012,12/17/2012 - 12/23/2012,4.34,1,68
1009,Manufacturing Establishments,2012,12/17/2012 - 12/23/2012,47,47,1
1006,Retail Food Establishment,2012,12/17/2012 - 12/23/2012,65.79,29,19
1010,Limited Business License,2012,12/10/2012 - 12/16/2012,3.55,1,71
1006,Retail Food Establishment,2012,12/10/2012 - 12/16/2012,41.85,22,33
1002,Accessory Garage,2012,12/03/2012 - 12/09/2012,9,9,1
1010,Limited Business License,2012,12/03/2012 - 12/09/2012,1.57,1,58
1009,Manufacturing Establishments,2012,12/03/2012 - 12/09/2012,18,16,4
1524,Massage Establishment,2012,12/03/2012 - 12/09/2012,29.5,29,2
1006,Retail Food Establishment,2012,12/03/2012 - 12/09/2012,33.32,15,25
1275,Filling Station,2012,11/26/2012 - 12/02/2012,56,56,1
1010,Limited Business License,2012,11/26/2012 - 12/02/2012,3.8,1,44
1009,Manufacturing Establishments,2012,11/26/2012 - 12/02/2012,10,10,1
1006,Retail Food Establishment,2012,11/26/2012 - 12/02/2012,68.91,14,23
1010,Limited Business License,2012,11/19/2012 - 11/25/2012,1.59,1,46
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,11/19/2012 - 11/25/2012,2,2,1
1006,Retail Food Establishment,2012,11/19/2012 - 11/25/2012,23.81,14,21
1010,Limited Business License,2012,11/12/2012 - 11/18/2012,1.72,1,67
1009,Manufacturing Establishments,2012,11/12/2012 - 11/18/2012,8,8,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,11/12/2012 - 11/18/2012,4,4,1
1006,Retail Food Establishment,2012,11/12/2012 - 11/18/2012,37.03,17,34
1002,Accessory Garage,2012,11/05/2012 - 11/11/2012,6,6,1
1010,Limited Business License,2012,11/05/2012 - 11/11/2012,1.63,1,63
1009,Manufacturing Establishments,2012,11/05/2012 - 11/11/2012,6,6,1
1524,Massage Establishment,2012,11/05/2012 - 11/11/2012,101,101,1
1006,Retail Food Establishment,2012,11/05/2012 - 11/11/2012,35.75,13,28
1002,Accessory Garage,2012,10/29/2012 - 11/04/2012,1,1,1
1275,Filling Station,2012,10/29/2012 - 11/04/2012,33,33,1
1010,Limited Business License,2012,10/29/2012 - 11/04/2012,1.53,1,58
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,10/29/2012 - 11/04/2012,1,1,1
1006,Retail Food Establishment,2012,10/29/2012 - 11/04/2012,26.5,18,18
1275,Filling Station,2012,10/22/2012 - 10/28/2012,23,23,1
1010,Limited Business License,2012,10/22/2012 - 10/28/2012,6.85,1,74
1009,Manufacturing Establishments,2012,10/22/2012 - 10/28/2012,134,134,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,10/22/2012 - 10/28/2012,1,1,1
1006,Retail Food Establishment,2012,10/22/2012 - 10/28/2012,79.58,8,31
1275,Filling Station,2012,10/15/2012 - 10/21/2012,12,12,1
1010,Limited Business License,2012,10/15/2012 - 10/21/2012,1.51,1,72
1524,Massage Establishment,2012,10/15/2012 - 10/21/2012,24.75,23,4
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,10/15/2012 - 10/21/2012,1,1,1
1006,Retail Food Establishment,2012,10/15/2012 - 10/21/2012,19.15,12,27
1275,Filling Station,2012,10/08/2012 - 10/14/2012,258,258,1
1010,Limited Business License,2012,10/08/2012 - 10/14/2012,1.76,1,55
1009,Manufacturing Establishments,2012,10/08/2012 - 10/14/2012,11,11,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,10/08/2012 - 10/14/2012,1,1,1
1006,Retail Food Establishment,2012,10/08/2012 - 10/14/2012,46.59,18,27
1002,Accessory Garage,2012,10/01/2012 - 10/07/2012,2,2,1
1010,Limited Business License,2012,10/01/2012 - 10/07/2012,2.51,1,72
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,10/01/2012 - 10/07/2012,1,1,1
1006,Retail Food Establishment,2012,10/01/2012 - 10/07/2012,63.09,23,23
1010,Limited Business License,2012,09/24/2012 - 09/30/2012,1.58,1,85
1006,Retail Food Establishment,2012,09/24/2012 - 09/30/2012,24.23,12,31
1374,Bed-And-Breakfast Establishment,2012,09/17/2012 - 09/23/2012,10,10,1
1010,Limited Business License,2012,09/17/2012 - 09/23/2012,1.88,1,97
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,09/17/2012 - 09/23/2012,3,3,1
1006,Retail Food Establishment,2012,09/17/2012 - 09/23/2012,29.32,10,22
1002,Accessory Garage,2012,09/10/2012 - 09/16/2012,50,50,1
1010,Limited Business License,2012,09/10/2012 - 09/16/2012,1.67,1,84
1006,Retail Food Establishment,2012,09/10/2012 - 09/16/2012,39.32,13,37
1002,Accessory Garage,2012,09/03/2012 - 09/09/2012,75,75,1
1010,Limited Business License,2012,09/03/2012 - 09/09/2012,15.11,1,53
1009,Manufacturing Establishments,2012,09/03/2012 - 09/09/2012,8,8,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,09/03/2012 - 09/09/2012,4,4,1
1006,Retail Food Establishment,2012,09/03/2012 - 09/09/2012,44.85,16,26
1010,Limited Business License,2012,08/27/2012 - 09/02/2012,2.96,1,77
1524,Massage Establishment,2012,08/27/2012 - 09/02/2012,13,13,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,08/27/2012 - 09/02/2012,1,1,3
1006,Retail Food Establishment,2012,08/27/2012 - 09/02/2012,45.59,16,22
1275,Filling Station,2012,08/20/2012 - 08/26/2012,12,12,1
1010,Limited Business License,2012,08/20/2012 - 08/26/2012,1.86,1,84
1009,Manufacturing Establishments,2012,08/20/2012 - 08/26/2012,7,7,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,08/20/2012 - 08/26/2012,2,2,2
1006,Retail Food Establishment,2012,08/20/2012 - 08/26/2012,31.84,13,25
1002,Accessory Garage,2012,08/13/2012 - 08/19/2012,16,16,1
1275,Filling Station,2012,08/13/2012 - 08/19/2012,15,15,1
1010,Limited Business License,2012,08/13/2012 - 08/19/2012,2.51,1,74
1009,Manufacturing Establishments,2012,08/13/2012 - 08/19/2012,16,16,1
1524,Massage Establishment,2012,08/13/2012 - 08/19/2012,34,34,1
1006,Retail Food Establishment,2012,08/13/2012 - 08/19/2012,31.36,15,25
1275,Filling Station,2012,08/06/2012 - 08/12/2012,28,28,1
1010,Limited Business License,2012,08/06/2012 - 08/12/2012,2.44,1,90
1006,Retail Food Establishment,2012,08/06/2012 - 08/12/2012,25.22,18,27
1275,Filling Station,2012,07/30/2012 - 08/05/2012,8,8,1
1010,Limited Business License,2012,07/30/2012 - 08/05/2012,10.27,1,111
1009,Manufacturing Establishments,2012,07/30/2012 - 08/05/2012,11,11,2
1524,Massage Establishment,2012,07/30/2012 - 08/05/2012,29,29,1
1006,Retail Food Establishment,2012,07/30/2012 - 08/05/2012,49.04,17,27
1002,Accessory Garage,2012,07/23/2012 - 07/29/2012,43,43,1
1010,Limited Business License,2012,07/23/2012 - 07/29/2012,1.28,1,86
1524,Massage Establishment,2012,07/23/2012 - 07/29/2012,42,42,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,07/23/2012 - 07/29/2012,1,1,1
1006,Retail Food Establishment,2012,07/23/2012 - 07/29/2012,17.5,13,28
1002,Accessory Garage,2012,07/16/2012 - 07/22/2012,9,9,1
1275,Filling Station,2012,07/16/2012 - 07/22/2012,14,14,1
1010,Limited Business License,2012,07/16/2012 - 07/22/2012,2.67,1,87
1009,Manufacturing Establishments,2012,07/16/2012 - 07/22/2012,29.4,9,5
1006,Retail Food Establishment,2012,07/16/2012 - 07/22/2012,35.56,14,39
1010,Limited Business License,2012,07/09/2012 - 07/15/2012,2.55,1,93
1006,Retail Food Establishment,2012,07/09/2012 - 07/15/2012,38.39,14,36
1010,Limited Business License,2012,07/02/2012 - 07/08/2012,4.88,1,57
1524,Massage Establishment,2012,07/02/2012 - 07/08/2012,31,31,1
1006,Retail Food Establishment,2012,07/02/2012 - 07/08/2012,30.23,13,22
1275,Filling Station,2012,06/25/2012 - 07/01/2012,9,9,1
1010,Limited Business License,2012,06/25/2012 - 07/01/2012,2.02,1,95
1009,Manufacturing Establishments,2012,06/25/2012 - 07/01/2012,87,87,1
1524,Massage Establishment,2012,06/25/2012 - 07/01/2012,63,63,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,06/25/2012 - 07/01/2012,1,1,2
1006,Retail Food Establishment,2012,06/25/2012 - 07/01/2012,57.31,11,29
1275,Filling Station,2012,06/18/2012 - 06/24/2012,62,62,1
1010,Limited Business License,2012,06/18/2012 - 06/24/2012,2.83,1,75
1009,Manufacturing Establishments,2012,06/18/2012 - 06/24/2012,7,7,1
1006,Retail Food Establishment,2012,06/18/2012 - 06/24/2012,43.07,16,30
1002,Accessory Garage,2012,06/11/2012 - 06/17/2012,9,9,1
1010,Limited Business License,2012,06/11/2012 - 06/17/2012,3.37,1,91
1009,Manufacturing Establishments,2012,06/11/2012 - 06/17/2012,8,8,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,06/11/2012 - 06/17/2012,1,1,2
1006,Retail Food Establishment,2012,06/11/2012 - 06/17/2012,55.67,20,27
1010,Limited Business License,2012,06/04/2012 - 06/10/2012,2.29,1,90
1009,Manufacturing Establishments,2012,06/04/2012 - 06/10/2012,7,7,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,06/04/2012 - 06/10/2012,1,1,1
1006,Retail Food Establishment,2012,06/04/2012 - 06/10/2012,26.79,20,28
1002,Accessory Garage,2012,05/28/2012 - 06/03/2012,1,1,1
1010,Limited Business License,2012,05/28/2012 - 06/03/2012,2.36,1,78
1006,Retail Food Establishment,2012,05/28/2012 - 06/03/2012,15,13,21
1002,Accessory Garage,2012,05/21/2012 - 05/27/2012,11.5,11,2
1010,Limited Business License,2012,05/21/2012 - 05/27/2012,1.54,1,89
1009,Manufacturing Establishments,2012,05/21/2012 - 05/27/2012,6,6,2
1524,Massage Establishment,2012,05/21/2012 - 05/27/2012,52,52,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,05/21/2012 - 05/27/2012,1,1,1
1006,Retail Food Establishment,2012,05/21/2012 - 05/27/2012,30.56,14,32
1275,Filling Station,2012,05/14/2012 - 05/20/2012,11,11,2
1010,Limited Business License,2012,05/14/2012 - 05/20/2012,1.65,1,97
1009,Manufacturing Establishments,2012,05/14/2012 - 05/20/2012,8.5,8,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,05/14/2012 - 05/20/2012,1,1,1
1006,Retail Food Establishment,2012,05/14/2012 - 05/20/2012,19.97,14,32
1275,Filling Station,2012,05/07/2012 - 05/13/2012,153,153,1
1010,Limited Business License,2012,05/07/2012 - 05/13/2012,3.5,1,100
1524,Massage Establishment,2012,05/07/2012 - 05/13/2012,68.5,68,2
1006,Retail Food Establishment,2012,05/07/2012 - 05/13/2012,47.33,17,36
1010,Limited Business License,2012,04/30/2012 - 05/06/2012,2.56,1,109
1009,Manufacturing Establishments,2012,04/30/2012 - 05/06/2012,6,7,3
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,04/30/2012 - 05/06/2012,1,1,1
1006,Retail Food Establishment,2012,04/30/2012 - 05/06/2012,13.9,10,30
1275,Filling Station,2012,04/23/2012 - 04/29/2012,5,5,1
1010,Limited Business License,2012,04/23/2012 - 04/29/2012,3.92,1,93
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,04/23/2012 - 04/29/2012,1,1,3
1006,Retail Food Establishment,2012,04/23/2012 - 04/29/2012,13.68,14,19
1010,Limited Business License,2012,04/16/2012 - 04/22/2012,2.62,1,146
1009,Manufacturing Establishments,2012,04/16/2012 - 04/22/2012,7,7,1
1006,Retail Food Establishment,2012,04/16/2012 - 04/22/2012,34.67,12,27
1375,Hospital,2012,04/09/2012 - 04/15/2012,11,11,1
1010,Limited Business License,2012,04/09/2012 - 04/15/2012,2.75,1,108
1009,Manufacturing Establishments,2012,04/09/2012 - 04/15/2012,7,7,1
1524,Massage Establishment,2012,04/09/2012 - 04/15/2012,14,14,1
1006,Retail Food Establishment,2012,04/09/2012 - 04/15/2012,66.9,10,30
1275,Filling Station,2012,04/02/2012 - 04/08/2012,11,11,1
1010,Limited Business License,2012,04/02/2012 - 04/08/2012,1.38,1,101
1006,Retail Food Establishment,2012,04/02/2012 - 04/08/2012,20.9,12,29
1002,Accessory Garage,2012,03/26/2012 - 04/01/2012,7,7,1
1275,Filling Station,2012,03/26/2012 - 04/01/2012,1,1,3
1010,Limited Business License,2012,03/26/2012 - 04/01/2012,1.07,1,94
1009,Manufacturing Establishments,2012,03/26/2012 - 04/01/2012,74,74,2
1524,Massage Establishment,2012,03/26/2012 - 04/01/2012,20,20,1
1006,Retail Food Establishment,2012,03/26/2012 - 04/01/2012,29.56,13,25
1275,Filling Station,2012,03/19/2012 - 03/25/2012,39,39,1
1010,Limited Business License,2012,03/19/2012 - 03/25/2012,1.77,1,102
1009,Manufacturing Establishments,2012,03/19/2012 - 03/25/2012,14.8,12,5
1006,Retail Food Establishment,2012,03/19/2012 - 03/25/2012,33.18,8,28
1002,Accessory Garage,2012,03/12/2012 - 03/18/2012,16,16,1
1275,Filling Station,2012,03/12/2012 - 03/18/2012,48,48,1
1010,Limited Business License,2012,03/12/2012 - 03/18/2012,1.51,1,96
1009,Manufacturing Establishments,2012,03/12/2012 - 03/18/2012,7.33,7,3
1006,Retail Food Establishment,2012,03/12/2012 - 03/18/2012,33,14,21
1275,Filling Station,2012,03/05/2012 - 03/11/2012,23,23,1
1010,Limited Business License,2012,03/05/2012 - 03/11/2012,9,1,123
1006,Retail Food Establishment,2012,03/05/2012 - 03/11/2012,38.44,24,25
1010,Limited Business License,2012,02/27/2012 - 03/04/2012,1.5,1,115
1009,Manufacturing Establishments,2012,02/27/2012 - 03/04/2012,9,9,2
1006,Retail Food Establishment,2012,02/27/2012 - 03/04/2012,37.07,13,42
1275,Filling Station,2012,02/20/2012 - 02/26/2012,13,13,1
1010,Limited Business License,2012,02/20/2012 - 02/26/2012,2.4,1,88
1009,Manufacturing Establishments,2012,02/20/2012 - 02/26/2012,97,66,3
1006,Retail Food Establishment,2012,02/20/2012 - 02/26/2012,67.11,20,27
1002,Accessory Garage,2012,02/13/2012 - 02/19/2012,64,64,1
1275,Filling Station,2012,02/13/2012 - 02/19/2012,22,22,1
1010,Limited Business License,2012,02/13/2012 - 02/19/2012,2.22,1,103
1009,Manufacturing Establishments,2012,02/13/2012 - 02/19/2012,7.5,7,2
1006,Retail Food Establishment,2012,02/13/2012 - 02/19/2012,24.91,14,34
1002,Accessory Garage,2012,02/06/2012 - 02/12/2012,2,2,1
1010,Limited Business License,2012,02/06/2012 - 02/12/2012,4.03,1,119
1009,Manufacturing Establishments,2012,02/06/2012 - 02/12/2012,8,8,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,02/06/2012 - 02/12/2012,1,1,3
1006,Retail Food Establishment,2012,02/06/2012 - 02/12/2012,28.39,12,36
1002,Accessory Garage,2012,01/30/2012 - 02/05/2012,1,1,1
1275,Filling Station,2012,01/30/2012 - 02/05/2012,10,10,1
1010,Limited Business License,2012,01/30/2012 - 02/05/2012,1.28,1,110
1009,Manufacturing Establishments,2012,01/30/2012 - 02/05/2012,66,66,2
1524,Massage Establishment,2012,01/30/2012 - 02/05/2012,70,70,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,01/30/2012 - 02/05/2012,1,1,1
1006,Retail Food Establishment,2012,01/30/2012 - 02/05/2012,32.82,8,34
1002,Accessory Garage,2012,01/23/2012 - 01/29/2012,1,1,1
1061,Electronic Equipment Repair,2012,01/23/2012 - 01/29/2012,1,1,1
1275,Filling Station,2012,01/23/2012 - 01/29/2012,7,7,1
1010,Limited Business License,2012,01/23/2012 - 01/29/2012,3.43,1,81
1009,Manufacturing Establishments,2012,01/23/2012 - 01/29/2012,69.33,9,3
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,01/23/2012 - 01/29/2012,82,82,2
1006,Retail Food Establishment,2012,01/23/2012 - 01/29/2012,44.83,16,35
1275,Filling Station,2012,01/16/2012 - 01/22/2012,8,8,1
1010,Limited Business License,2012,01/16/2012 - 01/22/2012,4.1,1,82
1009,Manufacturing Establishments,2012,01/16/2012 - 01/22/2012,13,13,2
1006,Retail Food Establishment,2012,01/16/2012 - 01/22/2012,29.77,13,30
1061,Electronic Equipment Repair,2012,01/09/2012 - 01/15/2012,8.25,1,4
1275,Filling Station,2012,01/09/2012 - 01/15/2012,15,15,1
1010,Limited Business License,2012,01/09/2012 - 01/15/2012,1.42,1,89
1009,Manufacturing Establishments,2012,01/09/2012 - 01/15/2012,40,40,1
1006,Retail Food Establishment,2012,01/09/2012 - 01/15/2012,29.61,16,28
1061,Electronic Equipment Repair,2012,01/02/2012 - 01/08/2012,1,1,2
1010,Limited Business License,2012,01/02/2012 - 01/08/2012,3,1,61
1009,Manufacturing Establishments,2012,01/02/2012 - 01/08/2012,15,15,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2012,01/02/2012 - 01/08/2012,1,1,1
1006,Retail Food Establishment,2012,01/02/2012 - 01/08/2012,30.4,15,30
1275,Filling Station,2011,12/26/2011 - 01/01/2012,13,13,3
1010,Limited Business License,2011,12/26/2011 - 01/01/2012,1.27,1,56
1009,Manufacturing Establishments,2011,12/26/2011 - 01/01/2012,18.67,18,3
1524,Massage Establishment,2011,12/26/2011 - 01/01/2012,42,42,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,12/26/2011 - 01/01/2012,1,1,1
